school,close_contact,postive_case,suspected_case,total,date,cluster,listed
Annistown ES,0.0,0.0,0.0,0.0,9/4/2020,Shiloh,yes
Arcado ES,21.0,1.0,2.0,24.0,9/4/2020,Parkview,yes
Archer HS,7.0,0.0,4.0,11.0,9/4/2020,Archer,yes
Baggett ES,11.0,1.0,2.0,14.0,9/4/2020,Discovery,yes
Baldwin ES,0.0,0.0,2.0,2.0,9/4/2020,Norcross,added
Bay Creek MS,1.0,0.0,3.0,4.0,9/4/2020,Grayson,added
Beaver Ridge ES,0.0,0.0,1.0,1.0,9/4/2020,Norcross,added
Benefield ES,1.0,0.0,0.0,1.0,9/4/2020,Discovery,yes
Berkeley Lake ES,2.0,0.0,8.0,10.0,9/4/2020,Duluth,added
Berkmar HS,82.0,1.0,3.0,86.0,9/4/2020,Berkmar,yes
Berkmar MS,0.0,0.0,0.0,0.0,9/4/2020,Berkmar,added
Bethesda ES,1.0,0.0,1.0,2.0,9/4/2020,Berkmar,yes
Britt ES,0.0,0.0,0.0,0.0,9/4/2020,South Gwinnett,added
Brookwood ES,2.0,0.0,1.0,3.0,9/4/2020,Brookwood,added
Brookwood HS,3.0,0.0,1.0,4.0,9/4/2020,Brookwood,added
Buice Center,9.0,0.0,15.0,24.0,9/4/2020,Other,yes
Cedar Hill ES,12.0,0.0,2.0,14.0,9/4/2020,Discovery,added
Centerville ES,0.0,0.0,0.0,0.0,9/4/2020,Shiloh,yes
Central Gwinnett HS,4.0,0.0,2.0,6.0,9/4/2020,Central Gwinnett,added
Chattahoochee ES,9.0,0.0,2.0,11.0,9/4/2020,Duluth,yes
Chesney ES,5.0,0.0,3.0,8.0,9/4/2020,Duluth,added
Coleman MS,0.0,0.0,1.0,1.0,9/4/2020,Duluth,added
Collins Hill HS,2.0,0.0,2.0,4.0,9/4/2020,Collins Hill,added
Cooper ES,6.0,0.0,1.0,7.0,9/4/2020,Archer,yes
Corley ES,0.0,0.0,1.0,1.0,9/4/2020,Berkmar,added
Craig ES,0.0,0.0,0.0,0.0,9/4/2020,Brookwood,added
Creekland MS,9.0,0.0,2.0,11.0,9/4/2020,Collins Hill,yes
Crews MS,0.0,0.0,1.0,1.0,9/4/2020,Brookwood,added
Dacula ES,10.0,0.0,5.0,15.0,9/4/2020,Dacula,added
Dacula HS,2.0,0.0,0.0,2.0,9/4/2020,Dacula,added
Dacula MS,3.0,0.0,1.0,4.0,9/4/2020,Dacula,added
Discovery HS,1.0,0.0,0.0,1.0,9/4/2020,Discovery,added
Duluth HS,7.0,0.0,5.0,12.0,9/4/2020,Duluth,yes
Duluth MS,11.0,0.0,5.0,16.0,9/4/2020,Duluth,yes
Duncan Creek ES,12.0,1.0,2.0,15.0,9/4/2020,Mill Creek,yes
Dyer ES,18.0,0.0,10.0,28.0,9/4/2020,Mountain View,yes
Ferguson ES,0.0,0.0,1.0,1.0,9/4/2020,Meadowcreek,yes
Five Forks MS,0.0,0.0,0.0,0.0,9/4/2020,Brookwood,added
Fort Daniel ES,2.0,0.0,3.0,5.0,9/4/2020,Mill Creek,added
Freeman's Mill ES,3.0,0.0,2.0,5.0,9/4/2020,Mountain View,yes
GIVE East,1.0,0.0,0.0,1.0,9/4/2020,Other,yes
GIVE West,5.0,0.0,2.0,7.0,9/4/2020,Other,added
Grace Snell MS,24.0,0.0,3.0,27.0,9/4/2020,South Gwinnett,yes
Graves ES,2.0,0.0,2.0,4.0,9/4/2020,Meadowcreek,yes
Grayson ES,0.0,0.0,1.0,1.0,9/4/2020,Grayson,added
Grayson HS,1.0,0.0,0.0,1.0,9/4/2020,Grayson,added
Gwin Oaks ES,4.0,0.0,1.0,5.0,9/4/2020,Brookwood,added
Gwinnett Online Campus,2.0,0.0,0.0,2.0,9/4/2020,Other,added
Harbins ES,11.0,0.0,0.0,11.0,9/4/2020,Archer,yes
Harmony ES,1.0,0.0,0.0,1.0,9/4/2020,Mill Creek,added
Harris ES,0.0,0.0,0.0,0.0,9/4/2020,Duluth,added
Head ES,1.0,0.0,1.0,2.0,9/4/2020,Brookwood,added
Hopkins ES,0.0,0.0,0.0,0.0,9/4/2020,Berkmar,added
Hull MS,1.0,0.0,0.0,1.0,9/4/2020,Peachtree Ridge,yes
Ivy Creek ES,0.0,0.0,5.0,5.0,9/4/2020,Mill Creek,yes
Jackson ES,2.0,0.0,1.0,3.0,9/4/2020,Peachtree Ridge,added
Jenkins ES,20.0,0.0,1.0,21.0,9/4/2020,Central Gwinnett,added
Jones MS,5.0,0.0,6.0,11.0,9/4/2020,Mill Creek,added
Jordan MS,1.0,1.0,6.0,8.0,9/4/2020,Central Gwinnett,yes
Kanoheda ES,1.0,0.0,1.0,2.0,9/4/2020,Berkmar,yes
Knight ES,2.0,0.0,2.0,4.0,9/4/2020,Parkview,yes
Lanier HS,1.0,0.0,0.0,1.0,9/4/2020,Lanier,yes
Lanier MS,1.0,0.0,0.0,1.0,9/4/2020,Lanier,added
Lawrenceville ES,6.0,0.0,1.0,7.0,9/4/2020,Central Gwinnett,added
Level Creek ES,1.0,0.0,1.0,2.0,9/4/2020,North Gwinnett,added
Lilburn ES,1.0,0.0,1.0,2.0,9/4/2020,Meadowcreek,yes
Lilburn MS,13.0,0.0,9.0,22.0,9/4/2020,Meadowcreek,yes
Lovin ES,5.0,0.0,4.0,9.0,9/4/2020,Archer,added
Magill ES,1.0,0.0,0.0,1.0,9/4/2020,South Gwinnett,yes
Mason ES,0.0,0.0,1.0,1.0,9/4/2020,Peachtree Ridge,added
Maxwell HS of Technology,1.0,0.0,0.0,1.0,9/4/2020,Other,yes
McClure Health Science HS,0.0,0.0,1.0,1.0,9/4/2020,Meadowcreek,added
McKendree ES,0.0,0.0,1.0,1.0,9/4/2020,Collins Hill,added
Meadowcreek ES,0.0,0.0,4.0,4.0,9/4/2020,Meadowcreek,added
Meadowcreek HS,17.0,0.0,5.0,22.0,9/4/2020,Meadowcreek,yes
Mill Creek HS,26.0,2.0,2.0,30.0,9/4/2020,Mill Creek,added
Minor ES,2.0,1.0,1.0,4.0,9/4/2020,Berkmar,added
Moore MS,6.0,0.0,1.0,7.0,9/4/2020,Central Gwinnett,yes
Mountain Park ES,0.0,0.0,1.0,1.0,9/4/2020,Parkview,added
Mountain View HS,13.0,0.0,8.0,21.0,9/4/2020,Mountain View,yes
Mulberry ES,13.0,0.0,8.0,21.0,9/4/2020,Dacula,yes
Nesbit ES,1.0,0.0,2.0,3.0,9/4/2020,Meadowcreek,added
Norcross ES,10.0,0.0,10.0,20.0,9/4/2020,Norcross,added
Norcross HS,2.0,0.0,2.0,4.0,9/4/2020,Norcross,yes
North Gwinnett HS,12.0,0.0,7.0,19.0,9/4/2020,North Gwinnett,yes
North Gwinnett MS,3.0,0.0,0.0,3.0,9/4/2020,North Gwinnett,yes
Northbrook MS,0.0,0.0,0.0,0.0,9/4/2020,Peachtree Ridge,yes
Norton ES,0.0,0.0,0.0,0.0,9/4/2020,South Gwinnett,yes
Oakland Meadow School,7.0,0.0,2.0,9.0,9/4/2020,Other,added
Osborne MS,7.0,0.0,1.0,8.0,9/4/2020,Mill Creek,yes
Parkview HS,4.0,0.0,6.0,10.0,9/4/2020,Parkview,yes
Partee ES,1.0,0.0,0.0,1.0,9/4/2020,Shiloh,added
Patrick ES,0.0,0.0,0.0,0.0,9/4/2020,Mountain View,added
Paul Duke STEM HS,0.0,0.0,0.0,0.0,9/4/2020,Norcross,added
Peachtree ES,3.0,0.0,1.0,4.0,9/4/2020,Norcross,yes
Peachtree Ridge HS,3.0,0.0,3.0,6.0,9/4/2020,Peachtree Ridge,yes
Pharr ES,21.0,0.0,1.0,22.0,9/4/2020,Grayson,yes
Phoenix HS,0.0,0.0,0.0,0.0,9/4/2020,Other,added
Pinckneyville MS,1.0,0.0,1.0,2.0,9/4/2020,Norcross,added
Puckett's Mill ES,4.0,0.0,4.0,8.0,9/4/2020,Mill Creek,yes
Radloff MS,2.0,0.0,1.0,3.0,9/4/2020,Meadowcreek,added
Richards MS,7.0,0.0,7.0,14.0,9/4/2020,Discovery,added
Riverside ES,1.0,0.0,1.0,2.0,9/4/2020,North Gwinnett,added
Roberts ES,0.0,1.0,2.0,3.0,9/4/2020,North Gwinnett,added
Rock Springs ES,7.0,0.0,0.0,7.0,9/4/2020,Collins Hill,yes
Rockbridge ES,5.0,1.0,0.0,6.0,9/4/2020,Meadowcreek,added
Rosebud ES,0.0,0.0,0.0,0.0,9/4/2020,South Gwinnett,added
Shiloh ES,1.0,0.0,0.0,1.0,9/4/2020,Shiloh,yes
Shiloh HS,27.0,0.0,3.0,30.0,9/4/2020,Shiloh,yes
Shiloh MS,1.0,0.0,1.0,2.0,9/4/2020,Shiloh,added
Simonton ES,0.0,0.0,1.0,1.0,9/4/2020,Central Gwinnett,added
Simpson ES,0.0,0.0,0.0,0.0,9/4/2020,Norcross,added
Snellville MS,0.0,0.0,0.0,0.0,9/4/2020,South Gwinnett,yes
South Gwinnett HS,14.0,0.0,4.0,18.0,9/4/2020,South Gwinnett,yes
Starling ES,0.0,0.0,0.0,0.0,9/4/2020,Grayson,added
Stripling ES,0.0,0.0,0.0,0.0,9/4/2020,Norcross,yes
Sugar Hill ES,1.0,0.0,2.0,3.0,9/4/2020,Lanier,yes
Summerour MS,0.0,0.0,1.0,1.0,9/4/2020,Norcross,added
Suwanee ES,0.0,0.0,0.0,0.0,9/4/2020,North Gwinnett,added
Sweetwater MS,1.0,0.0,2.0,3.0,9/4/2020,Berkmar,added
Sycamore ES,0.0,0.0,1.0,1.0,9/4/2020,Lanier,yes
Taylor ES,0.0,0.0,2.0,2.0,9/4/2020,Collins Hill,yes
Trickum MS,2.0,0.0,3.0,5.0,9/4/2020,Parkview,added
Trip ES,1.0,0.0,3.0,4.0,9/4/2020,Grayson,added
Twin Rivers MS,34.0,1.0,7.0,42.0,9/4/2020,Mountain View,added
White Oak ES,1.0,0.0,2.0,3.0,9/4/2020,Lanier,added
Winn Holt ES,13.0,0.0,4.0,17.0,9/4/2020,Central Gwinnett,yes
Woodward Mill ES,3.0,0.0,1.0,4.0,9/4/2020,Mountain View,yes
Total,651.0,11.0,276.0,938.0,9/4/2020,Total,yes
Alcova ES,0,0,7,7,9/8/2020,Dacula,yes
Alford ES,0,0,0,0,9/8/2020,Discovery,added
Anderson-Livsey ES,0,0,0,0,9/8/2020,Shiloh,added
Annistown ES,0,0,0,0,9/8/2020,Shiloh,yes
Arcado ES,22,1,2,25,9/8/2020,Parkview,yes
Archer HS,6,0,3,9,9/8/2020,Archer,yes
Baggett ES,11,1,2,14,9/8/2020,Discovery,yes
Baldwin ES,0,0,2,2,9/8/2020,Norcross,added
Bay Creek MS,1,0,3,4,9/8/2020,Grayson,added
Beaver Ridge ES,0,0,1,1,9/8/2020,Norcross,added
Benefield ES,0,0,0,0,9/8/2020,Discovery,yes
Berkeley Lake ES,2,0,5,7,9/8/2020,Duluth,added
Berkmar HS,81,0,4,85,9/8/2020,Berkmar,yes
Berkmar MS,0,0,1,1,9/8/2020,Berkmar,added
Bethesda ES,3,0,2,5,9/8/2020,Berkmar,yes
Britt ES,0,0,1,1,9/8/2020,South Gwinnett,added
Brookwood ES,0,0,0,0,9/8/2020,Brookwood,added
Brookwood HS,2,0,0,2,9/8/2020,Brookwood,added
Buice Center,4,0,6,10,9/8/2020,Other,yes
Cedar Hill ES,7,0,3,10,9/8/2020,Discovery,added
Centerville ES,0,0,0,0,9/8/2020,Shiloh,yes
Central Gwinnett HS,3.0,0.0,2.0,5.0,9/8/2020,Central Gwinnett,added
Chattahoochee ES,7.0,0.0,1.0,8.0,9/8/2020,Duluth,yes
Chesney ES,5.0,0.0,3.0,8.0,9/8/2020,Duluth,added
Coleman MS,0.0,0.0,0.0,0.0,9/8/2020,Duluth,added
Collins Hill HS,2.0,0.0,2.0,4.0,9/8/2020,Collins Hill,added
Cooper ES,14.0,0.0,4.0,18.0,9/8/2020,Archer,yes
Corley ES,0.0,0.0,1.0,1.0,9/8/2020,Berkmar,added
Craig ES,0.0,0.0,0.0,0.0,9/8/2020,Brookwood,added
Creekland MS,3.0,0.0,2.0,5.0,9/8/2020,Collins Hill,yes
Crews MS,1.0,0.0,1.0,2.0,9/8/2020,Brookwood,added
Dacula ES,11.0,0.0,5.0,16.0,9/8/2020,Dacula,added
Dacula HS,1.0,0.0,0.0,1.0,9/8/2020,Dacula,added
Dacula MS,3.0,0.0,1.0,4.0,9/8/2020,Dacula,added
Discovery HS,1.0,0.0,0.0,1.0,9/8/2020,Discovery,added
Duluth HS,5.0,0.0,4.0,9.0,9/8/2020,Duluth,yes
Duluth MS,11.0,0.0,4.0,15.0,9/8/2020,Duluth,yes
Duncan Creek ES,11.0,0.0,2.0,13.0,9/8/2020,Mill Creek,yes
Dyer ES,18.0,0.0,7.0,25.0,9/8/2020,Mountain View,yes
Ferguson ES,0.0,0.0,1.0,1.0,9/8/2020,Meadowcreek,yes
Five Forks MS,0.0,0.0,0.0,0.0,9/8/2020,Brookwood,added
Fort Daniel ES,1.0,0.0,1.0,2.0,9/8/2020,Mill Creek,added
Freeman's Mill ES,6.0,0.0,1.0,7.0,9/8/2020,Mountain View,yes
GIVE East,1.0,0.0,0.0,1.0,9/8/2020,Other,yes
GIVE West,5.0,0.0,0.0,5.0,9/8/2020,Other,added
Grace Snell MS,23.0,0.0,3.0,26.0,9/8/2020,South Gwinnett,yes
Graves ES,1.0,0.0,2.0,3.0,9/8/2020,Meadowcreek,yes
Grayson ES,0.0,0.0,0.0,0.0,9/8/2020,Grayson,added
Grayson HS,1.0,0.0,0.0,1.0,9/8/2020,Grayson,added
Gwin Oaks ES,4.0,0.0,1.0,5.0,9/8/2020,Brookwood,added
Gwinnett Online Campus,1.0,0.0,0.0,1.0,9/8/2020,Other,added
Harbins ES,10.0,0.0,0.0,10.0,9/8/2020,Archer,yes
Harmony ES,1.0,0.0,0.0,1.0,9/8/2020,Mill Creek,added
Harris ES,0.0,0.0,0.0,0.0,9/8/2020,Duluth,added
Head ES,0.0,0.0,0.0,0.0,9/8/2020,Brookwood,added
Hopkins ES,0.0,0.0,0.0,0.0,9/8/2020,Berkmar,added
Hull MS,1.0,0.0,0.0,1.0,9/8/2020,Peachtree Ridge,yes
Ivy Creek ES,0.0,0.0,4.0,4.0,9/8/2020,Mill Creek,yes
Jackson ES,3.0,2.0,2.0,7.0,9/8/2020,Peachtree Ridge,added
Jenkins ES,20.0,0.0,1.0,21.0,9/8/2020,Central Gwinnett,added
Jones MS,4.0,0.0,3.0,7.0,9/8/2020,Mill Creek,added
Jordan MS,1.0,0.0,6.0,7.0,9/8/2020,Central Gwinnett,yes
Kanoheda ES,1,0,1,2,9/8/2020,Berkmar,yes
Knight ES,3,0,2,5,9/8/2020,Parkview,yes
Lanier HS,0,0,0,0,9/8/2020,Lanier,yes
Lanier MS,2,0,0,2,9/8/2020,Lanier,added
Lawrenceville ES,7,0,1,8,9/8/2020,Central Gwinnett,added
Level Creek ES,1,0,1,2,9/8/2020,North Gwinnett,added
Lilburn ES,1,0,1,2,9/8/2020,Meadowcreek,yes
Lilburn MS,12,0,8,20,9/8/2020,Meadowcreek,yes
Lovin ES,5,0,1,6,9/8/2020,Archer,added
Magill ES,2,0,0,2,9/8/2020,South Gwinnett,yes
Mason ES,1,0,0,1,9/8/2020,Peachtree Ridge,added
Maxwell HS of Technology,1,0,0,1,9/8/2020,Other,yes
McClure Health Science HS,0,0,1,1,9/8/2020,Meadowcreek,added
McKendree ES,0,0,1,1,9/8/2020,Collins Hill,added
Meadowcreek ES,0,0,3,3,9/8/2020,Meadowcreek,added
Meadowcreek HS,17,0,4,21,9/8/2020,Meadowcreek,yes
Mill Creek HS,25,2,2,29,9/8/2020,Mill Creek,added
Minor ES,14,3,2,19,9/8/2020,Berkmar,added
Moore MS,5,0,1,6,9/8/2020,Central Gwinnett,yes
Mountain Park ES,0,0,1,1,9/8/2020,Parkview,added
Mountain View HS,14,0,6,20,9/8/2020,Mountain View,yes
Mulberry ES,13,0,8,21,9/8/2020,Dacula,yes
Nesbit ES,1,0,0,1,9/8/2020,Meadowcreek,added
Norcross ES,8,0,12,20,9/8/2020,Norcross,added
Norcross HS,1,0,2,3,9/8/2020,Norcross,yes
North Gwinnett HS,11,0,6,17,9/8/2020,North Gwinnett,yes
North Gwinnett MS,30,0,2,32,9/8/2020,North Gwinnett,yes
Northbrook MS,0,0,0,0,9/8/2020,Peachtree Ridge,yes
Norton ES,0,0,0,0,9/8/2020,South Gwinnett,yes
Oakland Meadow School,4,0,1,5,9/8/2020,Other,added
Osborne MS,6,0,2,8,9/8/2020,Mill Creek,yes
Parkview HS,4,0,3,7,9/8/2020,Parkview,yes
Partee ES,1,0,0,1,9/8/2020,Shiloh,added
Patrick ES,0,0,0,0,9/8/2020,Mountain View,added
Paul Duke STEM HS,0,0,0,0,9/8/2020,Norcross,added
Peachtree ES,8,0,4,12,9/8/2020,Norcross,yes
Peachtree Ridge HS,4,0,3,7,9/8/2020,Peachtree Ridge,yes
Pharr ES,21,0,1,22,9/8/2020,Grayson,yes
Phoenix HS,0,0,0,0,9/8/2020,Other,added
Pinckneyville MS,0,0,0,0,9/8/2020,Norcross,added
Puckett's Mill ES,4,0,1,5,9/8/2020,Mill Creek,yes
Radloff MS,2,0,1,3,9/8/2020,Meadowcreek,added
Richards MS,7,0,4,11,9/8/2020,Discovery,added
Riverside ES,0,0,1,1,9/8/2020,North Gwinnett,added
Roberts ES,0,0,1,1,9/8/2020,North Gwinnett,added
Rock Springs ES,7,0,0,7,9/8/2020,Collins Hill,yes
Rockbridge ES,2,1,0,3,9/8/2020,Meadowcreek,added
Rosebud ES,0,0,0,0,9/8/2020,South Gwinnett,added
Shiloh ES,0,0,0,0,9/8/2020,Shiloh,yes
Shiloh HS,25,0,2,27,9/8/2020,Shiloh,yes
Shiloh MS,1,0,1,2,9/8/2020,Shiloh,added
Simonton ES,6,0,0,6,9/8/2020,Central Gwinnett,added
Simpson ES,0,0,0,0,9/8/2020,Norcross,added
Snellville MS,0,0,0,0,9/8/2020,South Gwinnett,yes
South Gwinnett HS,14,0,4,18,9/8/2020,South Gwinnett,yes
Starling ES,0,0,0,0,9/8/2020,Grayson,added
Stripling ES,0,0,0,0,9/8/2020,Norcross,yes
Sugar Hill ES,1,0,1,2,9/8/2020,Lanier,yes
Summerour MS,0,1,0,1,9/8/2020,Norcross,added
Suwanee ES,7,0,0,7,9/8/2020,North Gwinnett,added
Sweetwater MS,1,0,1,2,9/8/2020,Berkmar,added
Sycamore ES,0,0,0,0,9/8/2020,Lanier,yes
Taylor ES,0,0,2,2,9/8/2020,Collins Hill,yes
Trickum MS,2,0,2,4,9/8/2020,Parkview,added
Trip ES,1,0,3,4,9/8/2020,Grayson,added
Twin Rivers MS,35,0,6,41,9/8/2020,Mountain View,added
White Oak ES,0,0,2,2,9/8/2020,Lanier,added
Winn Holt ES,20,0,3,23,9/8/2020,Central Gwinnett,yes
Woodward Mill ES,3,0,1,4,9/8/2020,Mountain View,yes
Total,684,12,230,926,9/8/2020,Total,yes
